Num Not	FRBNF	ARK	ISBN	EAN	Titre	Auteur	Date	Volume-Tome	Editeur
  ARC00006390					Livret d'histoire familiale concernant les frères Kervadec  Yves  Edouard et André 	et edouard kervadec yves andre	1916		
  DOB00002350			979-10-90534-52-0		L'objet rare ou inédit dans les corpus de fouilles 4e table ronde  CORPUS-Métal et Instrumentum  Toulouse  17-18 octobre 2013	de les et l'antiquite moderne l'epoque a groupe productions travail sur dans europeen l'artisanat manufacturees	2019		Association des Publications Chauvinoises
  ARC00006996					L'oeil de monsieur Moitié Un photographe en Pays Nantais	alain block jean-claude potet croix lionel	2019		Coiffard Edition
  ARC00006902					Loire-Atlantique  Les atouts de la réussite Communication de Loïc LE MASNE  Président de la Comission du Développement Economique	de masne chermont loic le	1993		 s  n  
  DOB00002347			978-2-7541-1066-2		L'Orient des peintres du rêve à la lumière oriental visions from dreams into light	emmanuelle amiot-saulnier	2019		Musée Marmottan Editions Hazan
  ARC00006970					Louis Berlioz à Saint-Nazaire  1862-1867 	moriniere christian	2019		
  ARC00006684					Louis Théodore Hélie 1802-1867	leuch le morgan	2019		
  DOB00002366			9789461614902		Ludique  jouer dans l'Antiquité exposition  du 20 juin au 1er décembre 2019  Lugdunum-musée et théâtres romains	dasen musee - romains theatres lugdunum veronique	2019		Editions Snoeck
  ARC00006375			978-2-7535-5527-3		L'usage du conte Contes classiques et réemploi  méthodes d'analyse	patricia eichel-lojkine	2017		Presses universitaires de Rennes
  FRBNF307198900000008					Lycée  ou Cours de littérature ancienne et moderne  par J -F  Laharpe	de francois harpe jean la	1798		H  Agasse
  ARC00006689					Ly-Chao-Pee 1841- 	muriel rouaud	2019		
  ARC00006473					Maïtres d'autrefois et d'aujourd'hui Essais d'histoire morale et littéraire   Montaigne  Chateaubriand  Sainte-Beuve  Taine  Brunetière  Sully Prudhomme  Angellier  Gabriel Hanotaux	d	1912		Libraire Hachette
  ARC00006582					Manon Lescaut	prevost l'abbe	1892		E  Dentu libraire éditeur
  ARC00006373			978-2-86906-689-2		Manuel de Héraldique et Emblématique médiévale	hablot laurent	2019		Presses Universitaires François Rabelais
  ARC00006422			979-10-302-0258-8		Manuel de survie à l'usage des trentenaires de gauche	arnaud bourdin	2018		Fauves Editions
  ARC00006688					Marguerite Allotte de la Fuÿe 1874-1959 Le renouveau de la société académique en 1952	paumier jean-yves	2019		
  ARC00007009					Marie Les Bretons La fleur d'or Primel et Nola Histoires poétiques	auguste seche brizeux alphonse			Louis-Michaud
  ARC00006335			978-2-9563926-0		Mauves 1918 Tome 7	mauves histoire	2018		Association Mauves Histoire
  ARC00006969					Méan berceau de la construction navale nazairienne	correc paul	2019		
  DOB00002281			9782701022536		Médailles des rois de France au XVIe siècle représentation et imaginaire	marie veillon	2018		Beauchesne
  ARC00006683					Médecine première section de spécialité	sylvie bagrin daban charlotte	2019		
  ARC00006599					Méditations sur l'évangile  par Bossuet	jacques benigne bossuet	1822		Chez Delestre-Boulage
  ARC00006598					Méditations sur l'évangile  par Bossuet	jacques benigne bossuet	1822		Chez Delestre-Boulage
  ARC00006597					Méditations sur l'évangile  par Bossuet	jacques benigne bossuet	1822		Chez Delestre-Boulage
  DOB00002337			978-2-35906-240-3		Meiji splendeurs du Japon impérial  exposition  Paris  Musée Guimet  du 17 octobre 2018-14 janvier 2019 	guimet makariou musee nasser khalili d sophie	2018		Lienart éditions MNAAG-Musée national des arts asiatiques-Guimet
  ARC00006646					Mémoire de salles obscures Petit histoire des cinémas nazairiens depuis la guerre 1939-1945	sauvaget daniel	2017		
  ARC00006765					Mémoire du passé 14-18 Souvenir des poilus de Puceul morts pour la France				d
  ARC00006897					Mémoire d'un médecin vertavien déporté  Pierre Fertil	fertil jean-pierre	2019		
  ARC00006879					Mémoires de films  20 ans de collecte en Loire-Atlantique	de loire-atlantique conseil bretagne departementales cinematheque general archives	2019		
  ARC00006626					Mémoires de films  20 ans de collecte en Loire-Atlantique		2019		
  FRBNF456213510000007			978-2-86049-039-9		Mémoires de pierre les monuments aux morts de la Première guerre mondiale en Maine-et-Loire	elisabeth departementales maine-et-loire verry archives	2018		
  FRBNF457665660000000			978-2-36833-254-2		Mer    cÎte et coquillages	simonnin catherine allain yves-marie michaele gildas buron dupont	2019		
  DOB00002261			9789461613325		Merci pour les restes   archéologie des habitudes alimentaires à la fin du Moyen âge à Valenciennes  XIVe-XVIe siècles	arnaud musee patrice des david delassus beaux-arts tixador korpiun			Editions Snoeck  c d 2016
  ARC00006702					Mes années de Petit Séminaire  Guérande  1962-1966 Dernier inventaire avant fermeture définitive	olivaud gerard	2016		
  ARC00006351					Mes souvenirs de guerre Clément Bourdeau août et septembre 1914				
  DOB00002282			9782851011770		Métallurgie artisanale du fer et de l'acier	moretti christian mayn sery	2014		Vial
  ARC00006763					Métamorphose d'un site isolé en lieu de villégiature   l'exemple du port de Pornic  1820-1939 	agathe aoustin	2019		
  ARC00006415			978-2-8186-1448-8		Mettre en place une charte documentaire Méthode et outils pour gérer les documents et les données	coline auguie vialle katell	2018		Territorial éditions
  ARC00006455					Minerve et Vulcain L'industrialisme et la culture intellectuelle	rene lote			Nouvelle Librairie Nationale
  DOB00002291			978-2-251-44891-6		Minus La petite enfance en Grèce et à Rome L'Antiquité par ses textes	de senard charles laure chantal	2019		Les Belles Lettres
  DOB00002321			978-2-11-145495-8		Modèles économiques des musées et bibliothèques	yann nicolas	2017		La Documentation française
  ARC00007098					Mon Presse Océan a 75 ans Trois quarts de siècle au service de nos lecteurs 				
  DOB00002387			2-906602-28-0		Monnaies et jetons des colonies françaises deuxième édition	lecompte jean	2007		V  Gadoury
  DOB00002392			978-2-84654-470-2		Monnaies et numismates d'Indochine française	francois joyaux	2017		Les Indes Savantes
  ARC00007065			979-10-95263-01-2		Monnaies Mérovingiennes	gildas salain	2019		Grand Patrimoine de Loire-Atlantique
  ARC00006999					Montbert  Bulletin municipal				
  ARC00007001					Montbert  Bulletin municipal Magazine municipal de Montbert				
  ARC00007000					Montbert  La Gazette				
  DOB00002292			978-2-85822-905-5		Moyen Ege vocabulaire bilingue LSF français	erlande-brandenburg alain	2008		Ed  du Patrimoine Centre des monuments nationaux
  DOB00002271			9789461613981		Musée d'arts de Nantes guidebook to the collections	de musee sciama nantes d'arts sophie levy cyrille	2017		Editions Snoeck
  DOB00002268			9791093572352		Musée Joseph Denais catalogue des collections	joseph musee weygand sophie denais	2018		Editions 303
  ARC00006927					Musée versus mémorial  	krystel gualde	2018		
  ARC00006648					Mutation dans l'industrie des engrais azotés de synthèse et transfert de technologie américaine dans les années 1950   le cas du procédé Texaco aux établissements Kuhlmann de Paimboeuf	martin philippe	2017		
	frbnf407039670000005				Nantes	baedeker	1895		 s n  
  DOB00002349			9782910366056		Nantes  château des ducs de Bretagne	jouzeau marie-helene	1996		Musée du Château des Ducs de Bretagne
  ARC00006362			978-2-7535-7599-8		Nantes  ville atlantique au XVIIIe siècle La forme urbaine	guy saupin	2019		Presses universitaires de Rennes
  DOB00002373			9791095670926		Nantes de Jules Verne au au grand éléphant de 1789 à nos jour	andre peron pajot stephane	2019		Petit à petit éditions
  ARC00006759					Nantes en Bretagne   Contribution de la toponymie et de la dialectologie	plourin jean-yves	2019		
  ARC00006728					Nantes révoltée				
  FRBNF423494710000005			978-2-296-14007-3		Navires et gens de mer du Moyen âge à nos jours	d'etudes internationales sturmel sur romanite centre philippe la	2011		l'Harmattan
  ARC00006701					Noms de lieux en -un autour de la Brière	gildas buron	2016		
  ARC00006953					Notes historiques sur la Grande Guerre  La Bernerie-en-Retz 	de et defense bernadette cite gilles richesses guingnier bernerie la naturelles patrimoniales	2018		Graphicom
  ARC00006830					Notice sur le R  P  Louis Gahier prêtre eudiste	g par a l'abbe	1890		Imprimerie Bourgeois
  ARC00006849					Notre marine marchande est-elle en décadence   Discours prononcé à Paris le 9 mars 1898 à la Société d'Economie Politique Nationale par M  Léon Bureau	bureau leon	1898		Imprimerie moderne Deroual Joubin
  ARC00006349			978-2-919-507986		Notre-Dame -des-Landes ou le métier de vivre		2018		Editions Loco
  ARC00006613					Nouvelle histoire de l'Occupation	alary eric	2019		Perrin
  ARC00006560					Nouvelles pages de critique et de doctrine	bourget paul	1922		Plon  Nourrit et Cie
  ARC00006826					Numéro spécial Notre-Dame-des-Landes		2018		
  DOB00002384			978-2-9526600-7-5		Numismatique monégasque et provençale de l'Antiquité à nos jours colloque de la SENA  2015  à l'occasion du tricentenaire de la mort de Louis XIV  1715 	karim dominique meziane hollard	2018		Société d'études numismatiques et archéologiques
  DOB00002280			9789088906237		Océan  céramiques et îles dans l  8217 ouest de la France Approche archéométrique des relations paléo-économiques des populations insulaires du Néolithique à l  8217 Antiquité	gehres benjamin	2018		Sidestone Press
  DOB00002338			978-94-6230-233-4		Océanie	de et direction brunt thomas peter nicholas sous la	2018		Fonds Mercator Musée du quai Branly
  ARC00006459					Oeuvres choisies	d	1877		Lecoffre Fils et Cie
  ARC00006570					Oeuvres choisies de Lemierre Edition stéréotype d'après le procédé de Firmin Didot	le antoine-marin mierre	1811		de l'Imprimerie de P  Didot l'aîné
  ARC00006523					Oeuvres choisies de Marivaux	de pierre marivaux	1868		Librairie de L  Hachette
  ARC00006580					Oeuvres choisies de Saurin édition stéréotype	saurin francois bernard-joseph fayolle	1820		Librairie Firmin-Didot et Cie
  ARC00006457					Oeuvres choisies de Voltaire Publiées avec préface  notes et variantes	georges voltaire bengesco			Librairie des Bibliophiles
  FRBNF316025860000002					Oeuvres choisies de VoltaireTexte imprimé Edition du centenaire   30 mai 1878	voltaire	1878		aux Bureaux du Comité central
  FRBNF339954010000008					Oeuvres choisies et posthumes de M  de La Harpe      Publiées par C -B  Petitot  	de francois harpe jean la	1806		imp  de Migneret
  ARC00006454					Oeuvres complètes   Voyage autour de ma chambre  Expédition nocture  Le lépreux de la cité d'Aoste  Prisonniers du caucase  La jeune Sibérienne	de maistre xavier	1882		E  Dentu libraire éditeur
  ARC00007034					Oeuvres complètes de François Coppée  Prose éd  ill  par François Flameng et Tofani   gravures au burin par Boisson  Boutelié  Dubouchet     et al  	francois coppee	1886		L  Hébert
  ARC00007033					Oeuvres complètes de François Coppée  Prose éd  ill  par François Flameng et Tofani   gravures au burin par Boisson  Boutelié  Dubouchet     et al  	francois coppee	1886		L  Hébert
  ARC00007032					Oeuvres complètes de François Coppée  Prose éd  ill  par François Flameng et Tofani   gravures au burin par Boisson  Boutelié  Dubouchet     et al  	francois coppee	1886		L  Hébert
  ARC00006524					Oeuvres complètes de Massillon  évêque de Clermont	massillon jean-baptiste	1822		Tardieu-Denesle
  ARC00006549					Oeuvres complètes de Voltaire	voltaire	1817		Th  Desoer
  ARC00007011					Oeuvres de Auguste Brizeux Les Bretons	auguste brizeux			Alphonse Lemerre
  ARC00007010					Oeuvres de Auguste Brizeux Marie  Télen Arvor  Furnez Breiz	auguste brizeux			Alphonse Lemerre
  ARC00007015					Oeuvres de Auguste Brizeux nouvelle éd  revue  corrigée et augmentée  précédée d'une notice biographique sur l'auteur et suivie de notes par Auguste Dorchain	dorchain auguste brizeux			Garnier Frères
  ARC00007014					Oeuvres de Auguste Brizeux nouvelle éd  revue  corrigée et augmentée  précédée d'une notice biographique sur l'auteur et suivie de notes par Auguste Dorchain	dorchain auguste brizeux			Garnier Frères
  ARC00007013					Oeuvres de Auguste Brizeux nouvelle éd  revue  corrigée et augmentée  précédée d'une notice biographique sur l'auteur et suivie de notes par Auguste Dorchain	dorchain auguste brizeux			Garnier Frères
  ARC00007012					Oeuvres de Auguste Brizeux nouvelle éd  revue  corrigée et augmentée  précédée d'une notice biographique sur l'auteur et suivie de notes par Auguste Dorchain	dorchain auguste brizeux			Garnier Frères
  ARC00006526					Oeuvres de Massillon  évêque de Clermont	massillon jean-baptiste	1856		Outhenin-Chalandre fils J  Lefort
  ARC00006500					Oeuvres de Pline le jeune traduites par M  de Sacy Nouvelle édition avec le texte latin en regard	de pline jeune sacy louis-silvestre le	1808		Chez L  Duprat-Duverger et H  Nicole
  ARC00006579					Oeuvres de Regnard Edition stéréotype	regnard jean-francois	1801		de l'Imprimerie de P  Didot l'aîné
  FRBNF309766430000000					Oeuvres d'Hégésippe Moreau  nouvelle édition précédée d'une notice littéraire par M  Sainte-Beuve     Le Myosotis   Poésies diverses   Contes en proseTexte imprimé	hegesippe moreau	1870		Garnier frères
  ARC00006561					Oeuvres meslées de Mr de Saint-Evremont  Nouvelle édition  revue  corrigée et augmentée 	de saint-denis charles saint-evremond marguetel	1697		par la Compagnie des libraires
  ARC00006686					Olivier de Sesmaisons	sylvie bagrin	2019		
  ARC00006966					Opération Chariot en 1942 à Saint-Nazaire   le dernier héros s'en est allé	mahe michel	2019		
  DOB00002371					Or  exposition  Marseille  MUCEM  Musée des civilisations de l'Europe et de la Méditerranée  24 avril-10 septembre 2018 	de et musee civilisations bouiller des l'europe jockey morel-deledalle myriame mediterranee jean-roch philippe la	2018		Hazan
  ARC00006586					Oraisons funèbres de Bossuet évêque de Meaux	jacques benigne bossuet	1821		Chez Delestre-Boulage
  DOB00002326			978-88-6728-575-4		Orfèvrerie gothique en Europe   production et réception	elisabeth antoine-konig michele tomasi	2016		Viella
  ARC00006732					Orpan  L'association des seniors Nantais  Lettre d'information				
  ARC00006761					Orpan  L'association des seniors Nantais Sorties d'été  Programme 2018		2018		
  ARC00006963					Où il sera question d'un roi absent  de Soldatenheim  d'orage  de modernité nantaise  de MM  Decré et Amieux  de Mlle Léontine Soudéan  et de crottin	alain croix patrick guitton veronique jean	2019		
  ARC00006536					Oudon  Le château de Vieille Cour	de perier arnaud	2018	n° 33	
  ARC00007086					Outils de paludiers Guérandais	de les memoire association greniers la	2019		
  ARC00006573					Pages choisies	jules fresnois lemaitre du andre	1911		Nouvelle Librairie Nationale
  ARC00006559					Pages de critique et de doctrine	bourget paul	1912		Plon  Nourrit et Cie
  ARC00006392			2-911330-51-X		Paquebots de la Loire Croisières  escales et constructions depuis 1975	edmond guibert	2018		Editions Victor Stanne
  ARC00006862					Parc naturel régional de Brière  1997 - Guide pratique	regional de parc briere naturel	1997		Cid éditions
  ARC00006861					Parc Naturel régional de Brière  Carte d'identité	regional de parc briere naturel	2000		 s  n  
  ARC00006860					Parc naturel régional de Brière  Réserve Pierre Constant Un laboratoire grandeur nature	pays de regional conseil loire la	2012		 s n  
  DOB00002257					Parcours  les villas néo-classiques du Pays du vignoble nantais	de pays et alain territoriale schema mixte syndicat coherence vignoble nantais delaval du			Syndicat mixte du SCOT et du Pays du vignoble nantais
  DOB00002328			978-2-271-12144-8		Paris en 1200 histoire et archéologie d'une capitale fortifiée par Philippe Auguste	denis hayot	2018		CNRS éditions
  ARC00006435			979-10-699-2927-2		Partis pour la Patrie Chaumes-en-Retz 14-18		2018		
  DOB00002283			9782851011930		Patine des métaux bijouterie et créations métalliques	runfola matthew	2015		Vial
  ARC00006332					Patrick Leclesve  ou l'art et la manière de faire vivre la Loire estuarienne	auclerc philippe	2019		
  DOB00002374			2-9514128-0-0		Paul Fouillen  1899-1958	et christian maurice fouillen thealle severe philippe	1999		Association des amis de Paul Fouillen
  FRBNF424043110000007			978-2-901737-86-5		Paul Sébillot 1843-1918 un républicain promoteur des traditions populaires actes du colloque de Fougères  9-11 octobre 2008	recherche centre de celtique bretonne culture granjagoul maison laboratoire patrimoine d'histoire d'anthropologie oral l'institution du et fanch en haute-bretagne postic la	2011		Centre de recherche bretonne et celtique
  DOB00002396			978-2-7118-6434-8		Paysages Japonais de Hokusai à Hasui	sophie makariou	2017		MNAAG-Musée national des arts asiatiques-Guimet Réunion des Musées Nationaux
  DOB00002298			978-2356-13244-4		Peintures et stucs d'époque romaine études toichographologiques actes du 29e colloque de l'AFPMA  Louvres  18 et 19 novembre 2016	dardenay murale seminaire peinture florence alexandra boisleve association julien pour monier francaise antique la	2018		Ausonius
  ARC00006725					Pellerin  Le   Bulletin cantonal				
  ARC00006857					Pétition adressée à messieurs les sénateurs et députrés par les paludiers  sauniers  négociants  industriels et propriétaires des marais salants de la Loire-Inférieure qui vivent du commerce des sels marins	de industrie des salicole departements l'ouest	1901		Imprimerie moderne Deroual Joubin
  ARC00007097					Pierre Bouguer  1698-1758   Un savant et la marine dans la première moitié du XVIIIe siècle	arnaud ferreiro mayrargue d larrie danielle fauque	2010		Armand Colin
  ARC00006530					Pierre Chancerelle et la conserverie de la Croix-de-l'Anse  à la Turballe  1939-1942 	maryvonne trochet	2019		
  ARC00006401			978-2-7535-7455-7		Pincenteuses  fileuse et tailleuses    Les ouvrières nantaises au XVIIIe siècle   importance et mutation du travail féminin dans une grande cité portuaire et industrielle	samuel guicheteau	2018		Presses universitaires de Rennes
  ARC00006395			979-10-353-0141-5		Piriac-sur-Mer	alain gallice lancien boutruche gildas buron jean-pierre josick	2018		Geste éditions
  ARC00006569					Poèmes	lionnet jean			Plon  Nourrit et Cie
  ARC00006584					Poèmes antiques et modernes	de alfred vigny	1846		Charpentier libraire-éditeur
  ARC00006572					Poésies complètes Amour Breton  Le bois dormant  Le pardon de la reine Anne  Impressions et souvenirs  1889-1914 	le goffic charles	1922		Plon  Nourrit et Cie
  ARC00006522					Poésies de Malherbe	francois malherbe de			Delarue  libraire-éditeur
  ARC00006591					Politique tirée de l'écriture Sainte par Bossuet évêque de Meaux	jacques benigne bossuet	1822	Tome second	Chez Delestre-Boulage
  ARC00006590					Politique tirée de l'écriture Sainte par Bossuet évêque de Meaux	jacques benigne bossuet	1822	Tome premier	Chez Delestre-Boulage
  FRBNF452502750000009			978-2-11-145082-0		Politiques et pratiques de la culture	philippe poirrier	2017		la Documentation française
  ARC00006938					Pont-Château  Les travailleurs du calvaire 1888-1939	martin andre	2019		La Nouvelle Imprimerie
  ARC00006741					Pornic   images de la ville ancienne	caraes jean-francois	2019		
  ARC00006742					Pornic   images d'une ville moderne  de 1800 à nos jours 	dominique pierrelee	2019		
  ARC00006800					Portrait  L'abbé Allain  curé de Crossac  Un témoin engagé  1837-1853 	alain gallice	2019		
  ARC00006797					Portraits  L'administration préfectorale de la Loire-Inférieure et la question du droit dans l'affaire du dessèchement des marais de Donges  La position du préfet Villeneuve  1825  et celle du sous-préfet de Savenay Normand  1830-1832 	alain gallice	2019		
  ARC00006460					Portraits de femmes	charles-augustin sainte-beuve	1870		Garnier Frères  libraires-éditeurs
  ARC00006574					Portraits littéraires	gautier leon	1868		Gaume frères et J  Duprey
  ARC00006470					Port-Royal des Champs	de jean bonnefon			Eugène Figuière
  ARC00006358			978-2-7535-7599-8		Ports  civils  et approvisionnements militaires Approche comparée des rÎles de Nantes et Bordeaux pendant la guerre de la ligue d' Augsbourg  1688-1697 	le caroline mao	2019		Presses universitaires de Rennes
  ARC00006924					Ports esclavagistes et mémoire publique de la traite atlantique des escalaves au Brésil et aux Etats-Unis	ana lucia araujo	2018		
  DOB00002401					Potosi   l'argent du Nouveau Monde	gildas salain			
  FRBNF31239929000000X					Pour l'esprit et la liberté  discours prononcés aux séances inaugurales des XIVe et XVe congrès de la Fédération internationale P  E  N   Buenos-Aires  septembre 1936  Paris  juin 1937  Texte imprimé	jules romains	1937		Gallimard
  ARC00006931					Pourquoi commémorer l'esclavage   Mémoire publique et reconnaissance	renaud hourcade	2018		
  ARC00006918					Pratiques d'archives à l'époque moderne Europe  mondes coloniaux	donato saada anne maria pia	2019		Classiques Garnier
  ARC00006696					Pratiques religieuses en Brière au milieu du XXe siècle Mémoires de La Chapelle-des-Marais	belliot marcel	2018		
  DOB00002327			978-2-7491-5917-1		Pré-histoires la conquête des territoires	de et direction teyssandier nicolas thiebault stephanie sous la	2018		Le Cherche Midi
  ARC00006794					Première phase  Le dessèchement  Eté 1817 - été 1825 	alain gallice	2019		
  DOB00002273			978-2-930948-04-1		Production et usages monétaires en gaule du Nord  IIIe s   av  - IXe s  ap  J -C  	lauwers christian	2018		Cercle d'Etudes Numismatiques
  ARC00006851					Profil d'une économie	bovar andre	1968		Imprimerie Nantaise
  ARC00006881					Prosper CHARET  acteur de la Révolution américaine	pierre helene haudebourg charet	2019		
  ARC00006754					P'tit colporteur  Le   Association brévinoise de généalogie				
  ARC00006653					Quatre marins dans la Grande Guerre	besseau didier	2019		La Chouette de Vendée
  ARC00006393			978-2-86056-027-6		Quelle histoire   Le Morbihan en 56 dates	departemental du conseil morbihan	2018		Conseil Général du Morbihan
  ARC00007022					Questions actuelles après une visite au Vatican  éducation et instruction  la moralité de la doctrine évolutive   	ferdinand brunetiere	1907		Librairie Académique Perrin et Cie
  ARC00007025					Questions de critique	ferdinand brunetiere	1889		Calmann-Lévy
  ARC00006846					Questions du régime des constructions navales et la marine marchande Délibérations de la chambre de commerce du 11 mai 1891	de et chambre d'industrie commerce	1891		impr  G  Schwob et fils
  ARC00006505					Quintilien de l'institution de l'orateur  traduit par M  l'abbé Gedoyn	quintilien nicolas gedoyn	1718		Chez Grégoire Dupuis
  ARC00006669					Ratiatum   Rezé  Une ville portuaire romaine	mouchard favreau martial david xavier jimmy guitton matthieu monteil yacger	2019		
  ARC00006413			978-2-410-01167-8		Rebelles de la foi Les protestants en France XVIe-XXIe siècle	feutry david	2017		Belin
  ARC00006975					Recettes gourmandes des paludiers	malou francoise roussel	2019		
  ARC00006941					Réflexions sur la notion de donnée publique	boul maxime	2018		
  ARC00007028					Regards en arrière   les préfaces de la ' Quinzaine 	fonsegrive george	1908		Bloud   Cie
  DOB00002391			978-2-7578-5158-6		Régimes d'historicité présentisme et expériences du temps édition augmentée	francois hartog	2012		Editions du Seuil Ed  Points
  DOB00002259			979-1-02040-442-8		Reines d'Egypte   Pointe-à-Caillière  Cité d'archéologie et d'histoire de Montréal	pointe-a-calliere-musee d'histoire et d'archeologie	2018		Beaux arts éditions
  ARC00006594					Relation sur le quiétisme suivie d'un choix de lettres des maximes et réflexions sur la comédie et du discours à l'acédemie Françoise par Bossuet	jacques benigne bossuet	1822		Chez Delestre-Boulage
  ARC00006760					Repère  Les plans Canton du Pellerin				Trans'Impact
  DOB00002320					Reprise des données concernant le dépô‌t du Bronze final atlantique 3 de l'Ele aux Lièvres à Puceul-La Chevallerais  Loire-Atlantique  Correction d'une mauvais attribution au dépô‌t de Plessé	muriel melin	2017		
  ARC00006939					Resistir  Les Républicains espagnols en Bretagne  de la Retirada à la Résistance	gabrielle garcia			
  DOB00002290			978-2-271-11660-4		Ressources animales et alimentation carnée à l'âge du Fer Le cas du nord-ouest de la France  Bretagne et Basse-Normandie 	anna baudry	2018		INRAP CNRS éditions
  ARC00006658					Restauration scolaire   quand la Ville paie plus pour les riches   	herve guery	2019		
  ARC00006746					Retables et retabliers aux Moutiers-en-Retz	davy patrice pipaud christian	2019		
  ARC00007118			978-2-35077-236-3		Retrouver ses ancêtres suisses	dubich denis	2019		Archives   culture
  ARC00006919					Retrouver un ancêtre juif	abensur-hazan laurence	2019		Archives   Culture
  ARC00006818					Reudied  Rezé en breton  		2019		
  ARC00007046					Réunion annuelle compte-rendu de la réunion  la situation des archistes aux Archives Nationales  1910	archivistes des francais association amicale professionnelle	1907		impr  Jacquin
  ARC00007045					Réunion annuelle compte-rendu des réunions et l'archiviste chef d'un service départemental 1909	archivistes des francais association amicale professionnelle	1907		impr  Jacquin
  ARC00006405			978-2-212-67551-1		Réussir son référenciement web Stratégies et techniques SEO	andrieu olivier	2018		Editions Eyrolles
  ARC00006922					Revue du Philanthrope Les ports négriers et les mémoires de la traite de l'esclavage	saunier eric bernard michon	2018		Presses universitaires de Rouen et du Havre
  ARC00006940					Revue française d'administration publique Les données publiques	lucie cluzel-metayer	2018		Ecole Nationale d' Administration
  ARC00006804					Rezé à l'époque mérovingienne Fouilles archéologiques dans le quartier HÎtel de ville	vince yann	2019		
  ARC00006983					RÎles et pouvoirs des femmes au XVIe siècle dans la France de l'Ouest	nicole dufournaud	2007	Tome 2	
  ARC00006982					RÎles et pouvoirs des femmes au XVIe siècle dans la France de l'Ouest	nicole dufournaud	2007	Tome 1	
  DOB00002400			978-2-7011-6496-0		Rome  cité universelle de César à Caracalla   70 av  J -C -212 apr  J -C 	faure virlouvet catherine patrice	2018		Belin
	frbnf457551780000001		978-2-7578-7820-0		Rouge histoire d'une couleur	pastoureau michel	2019		
  ARC00006833					Saillé  un îlot au goût salé	yann fevrier	2019		
  ARC00007066					Saint-André-des-Eaux  hier et aujourd'hui	patrimoine et andreanais association locale histoire	2019		
  ARC00006506					Saint-Aubin  son envoyé et les Vikings à Guérande en 919   un combat virtuel	alain gallice	2019		
  FRBNF457107370000004			978-2-919339-58-7		Saint-Herblain La ville qui nous relie	saint-herblain	2019		
  ARC00007078					Saint-Léger-les-Vignes  Flash infos				
  ARC00007079					Saint-Malo-de-Guersac  Bulletin municipal				
  ARC00006671					Saint-Nazaire  A la reconquête du port et de la mer	emmanuel lu le stephanie mary	2019		
  ARC00006434			978-2-357-2-04294		Saint-Nazaire à travers la carte postale ancienne	dominique bloyet	2018		Editions Hervé Chopin
  ARC00006427			78-2-84497-432-7		Saint-Nazaire La reconstruction  1945-1965 	noel guetny	2018		Liv'Editions
  ARC00006339					Saint-Viaud dans la Grande Guerre 1914-1918	cheraud roch	2018		
  FRBNF456424310000001			978-2-86048-029-1		Sans racines ou seuls au monde guide des sources de l'histoire des enfants abandonnés en Lozère  1811-1964	lozere alain departementales venturini archives laurans	2018		
  DOB00002315			978-94-6161-464-3		Savants et croyants les Juifs d'Europe du Nord au Moyen Ege	nicolas judith hatot olszowy-schlanger	2018		Editions Snoeck
  ARC00006385					Savenay  le barrage et son lac Un site centenaire		2018		
  ARC00006991					Scènes de vie à Kercabellec  autrefois   	le jocelyne borgne	2018		
  ARC00007099					Schéma départemental d'amélioriation de l'accessibilité des services au public  Recueil cartographique  Diagnostic 2017	de loire-atlantique departement	2019		
  ARC00006690					Sciences naturelles  L'enrichissement des collections muséales Nantaises		2019		
  ARC00006726					Secteur sauvegardé	verney jean	1978		 s n  
  ARC00007101					Semaine de la Mémoire et de la Citoyenneté  3-13 novembre 2000   Canton de Legé  Bilan	de guerre loire-atlantique et victimes anciens l'office des service departemental combattants national	2000		
  FRBNF457646640000002			978-2-86004-047-1		SenezTexte imprimé un évêché provençal des origines à la Révolution  exposition  cathédrale Saint-JérÎme  Digne-les-Bains  6 juillet-30 septembre 2019 	et d'art departementales conservation des service alpes-de-haute-provence objets departemental d'archeologie antiquites archives	2019		
  ARC00006592					Sermons et panégyriques choisis par Bossuet	jacques benigne bossuet	1822	Tome premier	Chez Delestre-Boulage
  DOB00002339			978-2-7572-1480-0		Servir les dieux d'Egypte divines adoratrices  chanteuses et prêtres d'Amon à Thèbes	de musee grenoble florence louvre gombert-meurice payraudeau frederic du	2018		Somogy Editions d'Art
  ARC00007047					Si l'histoire du Grand-Blottereau m'était contée	abed loic	2019		
  FRBNF42803836000000X					Siècle de Louis XIV  auquel on a joint un Précis du siècle de Louis XV Texte imprimé	voltaire	1769	11-déc	Cramer
  ARC00006729					Sioox				
  ARC00006954					Soldat Jean-Marie Ferron Première bataille d'Ypres ou bataille des Flandres du 5 août 1914 au 21 novembre 1914	chirade-boero jacqueline	2017		 s  n  
  ARC00006489					Souvenirs universitaires précédés des souvenirs bourguignons	joly henri	1922		Bloud   Gay
  ARC00006630					Spatialisation de la nature et ressourcement  Exemple de la ville de Nantes	serigne daly coutaud maxime marie ndiaye mohamed anissa kharbajou bastien perez peyruqueou	2018		
  ARC00006474					Spectacles contemporains	vogie eugene-melchior de			Armand Colin
  DOB00002286					Spoliation le dernier scandale en date	noce vincent	2018		
  DOB00002372			9791095263029		Stupéfiante Amazonie  Exposition  Gétigné  La Garenne Lemot  29 mai au 1er septembre 2019 	rostain coelho-ferreira musee marlia dobree delpuech marie stephen fleury thomas andre	2019		Grand Patrimoine de Loire-Atlantique
